participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.strategies,player.row_move,player.random_time,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
4,dzvoom61,LAB10,0,46,45,payoff,GameOutcome,10.45.226.108,2019-01-24 19:14:28.455808+00:00,1,,,2007,4,"[{""strategy"":2,""time"":6.055}]",2,12,0,1,4,u5a83rs1,,,,,,0
5,o7opjixh,LAB4,0,46,45,payoff,GameOutcome,10.30.85.49,2019-01-24 19:14:32.543879+00:00,1,,,1307,5,"[{""strategy"":2,""time"":4.686}]",2,22,0,1,4,u5a83rs1,,,,,,0
6,3tzs1326,LAB5,0,46,45,payoff,GameOutcome,10.47.177.9,2019-01-24 19:14:33.744233+00:00,1,,,2107,6,"[{""strategy"":1,""time"":0.281},{""strategy"":2,""time"":5.899},{""strategy"":1,""time"":12.459},{""strategy"":2,""time"":19.478},{""strategy"":1,""time"":28.203},{""strategy"":2,""time"":37.578}]",2,42,0,1,4,u5a83rs1,,,,,,0
7,yucx76nj,LAB8,0,46,45,payoff,GameOutcome,10.51.203.60,2019-01-24 19:14:29.560214+00:00,1,,,1806,7,"[{""strategy"":1,""time"":0.282},{""strategy"":2,""time"":11.404},{""strategy"":1,""time"":45.816}]",2,16,100,1,4,u5a83rs1,,,,,,0
8,a9caswms,LAB6,0,46,45,payoff,GameOutcome,10.145.91.102,2019-01-24 19:14:33.749936+00:00,1,,,1906,8,"[{""strategy"":1,""time"":3.076},{""strategy"":2,""time"":31.374}]",2,34,0,1,4,u5a83rs1,,,,,,0
9,towf6ijh,LAB12,0,46,45,payoff,GameOutcome,10.147.13.174,2019-01-24 19:14:34.314022+00:00,1,,,1607,9,"[{""strategy"":1,""time"":1.309}]",1,26,0,1,4,u5a83rs1,,,,,,0
10,v75dqmax,LAB13,0,46,45,payoff,GameOutcome,10.51.250.60,2019-01-24 19:14:32.576392+00:00,1,,,2007,10,"[{""strategy"":1,""time"":0.976}]",1,55,400,1,4,u5a83rs1,,,,,,0
11,j7yvqfnk,LAB9,0,46,45,payoff,GameOutcome,10.33.189.124,2019-01-24 19:14:36.352740+00:00,1,,,2200,11,"[{""strategy"":1,""time"":1.105},{""strategy"":2,""time"":14.4},{""strategy"":1,""time"":18.456},{""strategy"":2,""time"":18.944},{""strategy"":1,""time"":21.18},{""strategy"":2,""time"":24.576},{""strategy"":1,""time"":29.225},{""strategy"":2,""time"":32.145},{""strategy"":1,""time"":34.967},{""strategy"":2,""time"":39.08},{""strategy"":1,""time"":41.233},{""strategy"":2,""time"":44.21},{""strategy"":1,""time"":48.354},{""strategy"":2,""time"":52.959},{""strategy"":1,""time"":56.112},{""strategy"":2,""time"":59.855},{""strategy"":1,""time"":63.263}]",2,25,0,1,4,u5a83rs1,,,,,,0
12,h3nu4vm6,LAB14,0,46,45,payoff,GameOutcome,10.16.198.175,2019-01-24 19:14:35.894569+00:00,1,,,1800,12,"[{""strategy"":1,""time"":0.339},{""strategy"":2,""time"":36.821}]",0,0,0,1,4,u5a83rs1,,,,,,0
13,960qiq0v,LAB15,0,46,45,payoff,GameOutcome,10.149.119.251,2019-01-24 19:14:34.423000+00:00,1,,,1907,13,"[{""strategy"":1,""time"":0.538}]",1,46,400,1,4,u5a83rs1,,,,,,0
14,kv9veiwp,LAB7,0,46,45,payoff,GameOutcome,10.145.91.102,2019-01-24 19:14:37.755345+00:00,1,,,1606,14,"[{""strategy"":1,""time"":0.34}]",1,14,0,1,4,u5a83rs1,,,,,,0
15,40uoe7hc,LAB16,0,46,45,payoff,GameOutcome,10.47.229.186,2019-01-24 19:14:35.226242+00:00,1,,,1207,15,"[{""strategy"":1,""time"":37.485}]",0,20,0,1,4,u5a83rs1,,,,,,0
16,a7q3hufe,LAB17,0,46,45,payoff,GameOutcome,10.45.226.108,2019-01-24 19:14:38.945970+00:00,1,,,1306,16,"[{""strategy"":2,""time"":8.602},{""strategy"":1,""time"":23.824}]",2,21,0,1,4,u5a83rs1,,,,,,0
17,fo0lbree,LAB18,0,46,45,payoff,GameOutcome,10.35.211.221,2019-01-24 19:14:39.482803+00:00,1,,,2806,17,"[{""strategy"":1,""time"":1.383}]",1,54,0,1,4,u5a83rs1,,,,,,0
18,veies0ax,LAB20,0,46,45,payoff,GameOutcome,10.29.86.227,2019-01-24 19:14:40.501945+00:00,1,,,1807,18,"[{""strategy"":1,""time"":2.63},{""strategy"":2,""time"":17.326}]",2,46,0,1,4,u5a83rs1,,,,,,0
19,6twian0l,LAB19,0,46,45,payoff,GameOutcome,10.123.135.185,2019-01-24 19:14:42.211719+00:00,1,,,606,19,"[{""strategy"":1,""time"":12.836},{""strategy"":2,""time"":51.031}]",0,11,0,1,4,u5a83rs1,,,,,,0
20,ezvwttsg,LAB21,0,46,45,payoff,GameOutcome,10.63.159.3,2019-01-24 19:14:45.073425+00:00,1,,,2006,20,"[{""strategy"":1,""time"":0.792},{""strategy"":2,""time"":14.923},{""strategy"":1,""time"":34.83},{""strategy"":2,""time"":50.654}]",1,1,0,1,4,u5a83rs1,,,,,,0
21,wfotk6bs,LAB22,0,46,45,payoff,GameOutcome,10.65.212.112,2019-01-24 19:14:55.919089+00:00,1,,,2507,21,"[{""strategy"":1,""time"":1.084},{""strategy"":2,""time"":12.69},{""strategy"":1,""time"":13.787}]",1,35,0,1,4,u5a83rs1,,,,,,0
1,i2k63arc,LAB3,0,46,45,payoff,GameOutcome,10.45.83.39,2019-01-24 19:14:24.645787+00:00,1,,,1307,1,"[{""strategy"":1,""time"":0.636},{""strategy"":2,""time"":5.141},{""strategy"":1,""time"":10.668},{""strategy"":2,""time"":16.469},{""strategy"":1,""time"":22.532},{""strategy"":2,""time"":29.004},{""strategy"":1,""time"":36.253},{""strategy"":2,""time"":43.293},{""strategy"":1,""time"":49.532},{""strategy"":2,""time"":56.293},{""strategy"":1,""time"":64.54}]",1,50,0,1,5,u5a83rs1,,,,,,0
2,e7vef4ct,LAB2,0,46,45,payoff,GameOutcome,10.7.217.98,2019-01-24 19:14:25.952334+00:00,1,,,2206,2,"[{""strategy"":1,""time"":0.507},{""strategy"":2,""time"":1.57},{""strategy"":1,""time"":5.577},{""strategy"":2,""time"":35.658},{""strategy"":1,""time"":63.631}]",2,38,100,1,5,u5a83rs1,,,,,,0
3,arsuawn4,LAB1,0,46,45,payoff,GameOutcome,10.45.226.108,2019-01-24 19:14:33.522271+00:00,1,,,907,3,"[{""strategy"":1,""time"":0.824},{""strategy"":2,""time"":3.019},{""strategy"":1,""time"":7.564},{""strategy"":2,""time"":12.835},{""strategy"":1,""time"":21.061},{""strategy"":2,""time"":26.269},{""strategy"":1,""time"":31.364},{""strategy"":2,""time"":36.716},{""strategy"":1,""time"":41.968},{""strategy"":2,""time"":48.41},{""strategy"":1,""time"":55.483}]",2,40,0,1,5,u5a83rs1,,,,,,0
4,dzvoom61,LAB10,0,46,45,payoff,GameOutcome,10.45.226.108,2019-01-24 19:14:28.455808+00:00,1,,,2007,4,"[{""strategy"":2,""time"":3.708},{""strategy"":1,""time"":4.548}]",1,34,0,1,5,u5a83rs1,,,,,,0
5,o7opjixh,LAB4,0,46,45,payoff,GameOutcome,10.30.85.49,2019-01-24 19:14:32.543879+00:00,1,,,1307,5,"[{""strategy"":2,""time"":3.171}]",2,9,100,1,5,u5a83rs1,,,,,,0
6,3tzs1326,LAB5,0,46,45,payoff,GameOutcome,10.47.177.9,2019-01-24 19:14:33.744233+00:00,1,,,2107,6,"[{""strategy"":1,""time"":0.543},{""strategy"":2,""time"":6.04},{""strategy"":1,""time"":26.013}]",1,37,0,1,5,u5a83rs1,,,,,,0
7,yucx76nj,LAB8,0,46,45,payoff,GameOutcome,10.51.203.60,2019-01-24 19:14:29.560214+00:00,1,,,1806,7,"[{""strategy"":1,""time"":0.572},{""strategy"":2,""time"":7.994}]",2,36,0,1,5,u5a83rs1,,,,,,0
8,a9caswms,LAB6,0,46,45,payoff,GameOutcome,10.145.91.102,2019-01-24 19:14:33.749936+00:00,1,,,1906,8,"[{""strategy"":1,""time"":4.198},{""strategy"":2,""time"":20.053},{""strategy"":1,""time"":30.693}]",1,37,0,1,5,u5a83rs1,,,,,,0
9,towf6ijh,LAB12,0,46,45,payoff,GameOutcome,10.147.13.174,2019-01-24 19:14:34.314022+00:00,1,,,1607,9,"[{""strategy"":1,""time"":0.716},{""strategy"":2,""time"":3.366}]",2,36,0,1,5,u5a83rs1,,,,,,0
10,v75dqmax,LAB13,0,46,45,payoff,GameOutcome,10.51.250.60,2019-01-24 19:14:32.576392+00:00,1,,,2007,10,"[{""strategy"":2,""time"":0.725},{""strategy"":1,""time"":16.413}]",1,26,0,1,5,u5a83rs1,,,,,,0
11,j7yvqfnk,LAB9,0,46,45,payoff,GameOutcome,10.33.189.124,2019-01-24 19:14:36.352740+00:00,1,,,2200,11,"[{""strategy"":1,""time"":0.566},{""strategy"":2,""time"":42.236}]",2,43,0,1,5,u5a83rs1,,,,,,0
12,h3nu4vm6,LAB14,0,46,45,payoff,GameOutcome,10.16.198.175,2019-01-24 19:14:35.894569+00:00,1,,,1800,12,"[{""strategy"":1,""time"":0.247},{""strategy"":2,""time"":24.981},{""strategy"":1,""time"":52.948}]",1,11,0,1,5,u5a83rs1,,,,,,0
13,960qiq0v,LAB15,0,46,45,payoff,GameOutcome,10.149.119.251,2019-01-24 19:14:34.423000+00:00,1,,,1907,13,"[{""strategy"":1,""time"":1548358213.963}]",0,57,0,1,5,u5a83rs1,,,,,,0
14,kv9veiwp,LAB7,0,46,45,payoff,GameOutcome,10.145.91.102,2019-01-24 19:14:37.755345+00:00,1,,,1606,14,"[{""strategy"":1,""time"":0.441}]",1,14,0,1,5,u5a83rs1,,,,,,0
15,40uoe7hc,LAB16,0,46,45,payoff,GameOutcome,10.47.229.186,2019-01-24 19:14:35.226242+00:00,1,,,1207,15,"[{""strategy"":1,""time"":1.824}]",1,17,0,1,5,u5a83rs1,,,,,,0
16,a7q3hufe,LAB17,0,46,45,payoff,GameOutcome,10.45.226.108,2019-01-24 19:14:38.945970+00:00,1,,,1306,16,"[{""strategy"":2,""time"":3.612}]",2,23,0,1,5,u5a83rs1,,,,,,0
17,fo0lbree,LAB18,0,46,45,payoff,GameOutcome,10.35.211.221,2019-01-24 19:14:39.482803+00:00,1,,,2806,17,"[{""strategy"":1,""time"":1.123}]",1,32,0,1,5,u5a83rs1,,,,,,0
18,veies0ax,LAB20,0,46,45,payoff,GameOutcome,10.29.86.227,2019-01-24 19:14:40.501945+00:00,1,,,1807,18,"[{""strategy"":1,""time"":3.351},{""strategy"":2,""time"":23.585}]",1,19,0,1,5,u5a83rs1,,,,,,0
19,6twian0l,LAB19,0,46,45,payoff,GameOutcome,10.123.135.185,2019-01-24 19:14:42.211719+00:00,1,,,606,19,"[{""strategy"":1,""time"":2.839},{""strategy"":2,""time"":9.14},{""strategy"":1,""time"":16.903}]",1,29,0,1,5,u5a83rs1,,,,,,0
20,ezvwttsg,LAB21,0,46,45,payoff,GameOutcome,10.63.159.3,2019-01-24 19:14:45.073425+00:00,1,,,2006,20,"[{""strategy"":1,""time"":0.304},{""strategy"":2,""time"":5.996},{""strategy"":1,""time"":26.668},{""strategy"":2,""time"":42.746},{""strategy"":1,""time"":57.793}]",2,14,100,1,5,u5a83rs1,,,,,,0
21,wfotk6bs,LAB22,0,46,45,payoff,GameOutcome,10.65.212.112,2019-01-24 19:14:55.919089+00:00,1,,,2507,21,"[{""strategy"":1,""time"":0.295},{""strategy"":2,""time"":4.238},{""strategy"":1,""time"":6.975}]",1,41,0,1,5,u5a83rs1,,,,,,0
1,i2k63arc,LAB3,0,46,45,payoff,GameOutcome,10.45.83.39,2019-01-24 19:14:24.645787+00:00,1,,,1307,1,"[{""strategy"":2,""time"":10.178}]",0,6,0,1,6,u5a83rs1,,,,,,0
2,e7vef4ct,LAB2,0,46,45,payoff,GameOutcome,10.7.217.98,2019-01-24 19:14:25.952334+00:00,1,,,2206,2,"[{""strategy"":1,""time"":0.372}]",1,22,300,1,6,u5a83rs1,,,,,,0
3,arsuawn4,LAB1,0,46,45,payoff,GameOutcome,10.45.226.108,2019-01-24 19:14:33.522271+00:00,1,,,907,3,"[{""strategy"":1,""time"":1.12},{""strategy"":2,""time"":5.463},{""strategy"":1,""time"":10.711},{""strategy"":2,""time"":16.35},{""strategy"":1,""time"":21.735},{""strategy"":2,""time"":29.192},{""strategy"":1,""time"":37.604},{""strategy"":2,""time"":50.347}]",1,12,0,1,6,u5a83rs1,,,,,,0
4,dzvoom61,LAB10,0,46,45,payoff,GameOutcome,10.45.226.108,2019-01-24 19:14:28.455808+00:00,1,,,2007,4,"[{""strategy"":1,""time"":1.354}]",1,37,0,1,6,u5a83rs1,,,,,,0
5,o7opjixh,LAB4,0,46,45,payoff,GameOutcome,10.30.85.49,2019-01-24 19:14:32.543879+00:00,1,,,1307,5,"[{""strategy"":2,""time"":3.543},{""strategy"":1,""time"":6.6}]",1,30,0,1,6,u5a83rs1,,,,,,0
6,3tzs1326,LAB5,0,46,45,payoff,GameOutcome,10.47.177.9,2019-01-24 19:14:33.744233+00:00,1,,,2107,6,"[{""strategy"":1,""time"":0.7},{""strategy"":2,""time"":3.214},{""strategy"":1,""time"":9.632}]",1,56,0,1,6,u5a83rs1,,,,,,0
7,yucx76nj,LAB8,0,46,45,payoff,GameOutcome,10.51.203.60,2019-01-24 19:14:29.560214+00:00,1,,,1806,7,"[{""strategy"":1,""time"":0.332},{""strategy"":2,""time"":6.286},{""strategy"":1,""time"":13.388},{""strategy"":2,""time"":19.235},{""strategy"":1,""time"":23.44}]",1,57,300,1,6,u5a83rs1,,,,,,0
8,a9caswms,LAB6,0,46,45,payoff,GameOutcome,10.145.91.102,2019-01-24 19:14:33.749936+00:00,1,,,1906,8,"[{""strategy"":2,""time"":3.38}]",2,44,0,1,6,u5a83rs1,,,,,,0
9,towf6ijh,LAB12,0,46,45,payoff,GameOutcome,10.147.13.174,2019-01-24 19:14:34.314022+00:00,1,,,1607,9,"[{""strategy"":1,""time"":0.757},{""strategy"":2,""time"":3.097}]",2,41,200,1,6,u5a83rs1,,,,,,0
10,v75dqmax,LAB13,0,46,45,payoff,GameOutcome,10.51.250.60,2019-01-24 19:14:32.576392+00:00,1,,,2007,10,"[{""strategy"":1,""time"":0.669},{""strategy"":2,""time"":11.083},{""strategy"":1,""time"":30.939}]",1,51,0,1,6,u5a83rs1,,,,,,0
11,j7yvqfnk,LAB9,0,46,45,payoff,GameOutcome,10.33.189.124,2019-01-24 19:14:36.352740+00:00,1,,,2200,11,"[{""strategy"":1,""time"":0.522},{""strategy"":2,""time"":6.157},{""strategy"":1,""time"":15.749},{""strategy"":2,""time"":21.583}]",2,14,0,1,6,u5a83rs1,,,,,,0
12,h3nu4vm6,LAB14,0,46,45,payoff,GameOutcome,10.16.198.175,2019-01-24 19:14:35.894569+00:00,1,,,1800,12,"[{""strategy"":1,""time"":0.312},{""strategy"":2,""time"":33.338}]",1,33,300,1,6,u5a83rs1,,,,,,0
13,960qiq0v,LAB15,0,46,45,payoff,GameOutcome,10.149.119.251,2019-01-24 19:14:34.423000+00:00,1,,,1907,13,"[{""strategy"":1,""time"":0.488}]",1,51,0,1,6,u5a83rs1,,,,,,0
14,kv9veiwp,LAB7,0,46,45,payoff,GameOutcome,10.145.91.102,2019-01-24 19:14:37.755345+00:00,1,,,1606,14,"[{""strategy"":1,""time"":0.34}]",0,0,0,1,6,u5a83rs1,,,,,,0
15,40uoe7hc,LAB16,0,46,45,payoff,GameOutcome,10.47.229.186,2019-01-24 19:14:35.226242+00:00,1,,,1207,15,"[{""strategy"":1,""time"":2.326}]",1,52,0,1,6,u5a83rs1,,,,,,0
16,a7q3hufe,LAB17,0,46,45,payoff,GameOutcome,10.45.226.108,2019-01-24 19:14:38.945970+00:00,1,,,1306,16,"[{""strategy"":1,""time"":2.902}]",1,56,300,1,6,u5a83rs1,,,,,,0
17,fo0lbree,LAB18,0,46,45,payoff,GameOutcome,10.35.211.221,2019-01-24 19:14:39.482803+00:00,1,,,2806,17,"[{""strategy"":1,""time"":1.359}]",1,51,0,1,6,u5a83rs1,,,,,,0
18,veies0ax,LAB20,0,46,45,payoff,GameOutcome,10.29.86.227,2019-01-24 19:14:40.501945+00:00,1,,,1807,18,"[{""strategy"":1,""time"":0.807}]",1,6,0,1,6,u5a83rs1,,,,,,0
19,6twian0l,LAB19,0,46,45,payoff,GameOutcome,10.123.135.185,2019-01-24 19:14:42.211719+00:00,1,,,606,19,"[{""strategy"":1,""time"":5.582}]",0,1,0,1,6,u5a83rs1,,,,,,0
20,ezvwttsg,LAB21,0,46,45,payoff,GameOutcome,10.63.159.3,2019-01-24 19:14:45.073425+00:00,1,,,2006,20,"[{""strategy"":1,""time"":0.558},{""strategy"":2,""time"":5.233},{""strategy"":1,""time"":10.462}]",1,2,0,1,6,u5a83rs1,,,,,,0
21,wfotk6bs,LAB22,0,46,45,payoff,GameOutcome,10.65.212.112,2019-01-24 19:14:55.919089+00:00,1,,,2507,21,"[{""strategy"":1,""time"":0.713}]",1,29,0,1,6,u5a83rs1,,,,,,0
1,i2k63arc,LAB3,0,46,45,payoff,GameOutcome,10.45.83.39,2019-01-24 19:14:24.645787+00:00,1,,,1307,1,"[{""strategy"":1,""time"":8.294}]",1,52,0,1,7,u5a83rs1,,,,,,0
2,e7vef4ct,LAB2,0,46,45,payoff,GameOutcome,10.7.217.98,2019-01-24 19:14:25.952334+00:00,1,,,2206,2,"[{""strategy"":1,""time"":0.96},{""strategy"":2,""time"":4.878},{""strategy"":1,""time"":6.503},{""strategy"":2,""time"":8.862},{""strategy"":1,""time"":9.838},{""strategy"":2,""time"":10.663},{""strategy"":1,""time"":11.407},{""strategy"":2,""time"":12.078},{""strategy"":1,""time"":12.734},{""strategy"":2,""time"":13.31},{""strategy"":1,""time"":13.825},{""strategy"":2,""time"":14.311},{""strategy"":1,""time"":14.693},{""strategy"":2,""time"":15.102},{""strategy"":1,""time"":15.455},{""strategy"":2,""time"":16.438},{""strategy"":1,""time"":16.998},{""strategy"":2,""time"":18.078},{""strategy"":1,""time"":18.734},{""strategy"":2,""time"":19.35},{""strategy"":1,""time"":19.742},{""strategy"":2,""time"":20.046},{""strategy"":1,""time"":20.336},{""strategy"":2,""time"":20.606},{""strategy"":1,""time"":20.863},{""strategy"":2,""time"":21.11},{""strategy"":1,""time"":21.351},{""strategy"":2,""time"":21.616},{""strategy"":1,""time"":21.895},{""strategy"":2,""time"":23.578},{""strategy"":1,""time"":24.11},{""strategy"":2,""time"":24.83},{""strategy"":1,""time"":25.31},{""strategy"":2,""time"":26.605},{""strategy"":1,""time"":26.982},{""strategy"":2,""time"":27.654},{""strategy"":1,""time"":28.194},{""strategy"":2,""time"":29.254},{""strategy"":1,""time"":29.813},{""strategy"":2,""time"":31.301},{""strategy"":1,""time"":32.241},{""strategy"":2,""time"":33.006},{""strategy"":1,""time"":33.774},{""strategy"":2,""time"":43.501},{""strategy"":1,""time"":43.949},{""strategy"":2,""time"":44.414},{""strategy"":1,""time"":44.829},{""strategy"":2,""time"":45.221},{""strategy"":1,""time"":45.629},{""strategy"":2,""time"":45.981},{""strategy"":1,""time"":46.349},{""strategy"":2,""time"":46.709},{""strategy"":1,""time"":47.125},{""strategy"":2,""time"":47.541},{""strategy"":1,""time"":47.997}]",1,31,0,1,7,u5a83rs1,,,,,,0
3,arsuawn4,LAB1,0,46,45,payoff,GameOutcome,10.45.226.108,2019-01-24 19:14:33.522271+00:00,1,,,907,3,"[{""strategy"":1,""time"":0.872},{""strategy"":2,""time"":3.055},{""strategy"":1,""time"":6.05},{""strategy"":2,""time"":10.271},{""strategy"":1,""time"":14.887},{""strategy"":2,""time"":19.393},{""strategy"":1,""time"":24.376},{""strategy"":2,""time"":29.296},{""strategy"":1,""time"":34.431},{""strategy"":2,""time"":39.545},{""strategy"":1,""time"":44.991},{""strategy"":2,""time"":50.129},{""strategy"":1,""time"":56.705}]",1,7,0,1,7,u5a83rs1,,,,,,0
4,dzvoom61,LAB10,0,46,45,payoff,GameOutcome,10.45.226.108,2019-01-24 19:14:28.455808+00:00,1,,,2007,4,"[{""strategy"":1,""time"":1.809}]",1,34,0,1,7,u5a83rs1,,,,,,0
5,o7opjixh,LAB4,0,46,45,payoff,GameOutcome,10.30.85.49,2019-01-24 19:14:32.543879+00:00,1,,,1307,5,"[{""strategy"":1,""time"":2.442}]",1,43,500,1,7,u5a83rs1,,,,,,0
6,3tzs1326,LAB5,0,46,45,payoff,GameOutcome,10.47.177.9,2019-01-24 19:14:33.744233+00:00,1,,,2107,6,"[{""strategy"":1,""time"":0.561},{""strategy"":2,""time"":11.762}]",2,19,0,1,7,u5a83rs1,,,,,,0
7,yucx76nj,LAB8,0,46,45,payoff,GameOutcome,10.51.203.60,2019-01-24 19:14:29.560214+00:00,1,,,1806,7,"[{""strategy"":1,""time"":1.532}]",1,17,0,1,7,u5a83rs1,,,,,,0
8,a9caswms,LAB6,0,46,45,payoff,GameOutcome,10.145.91.102,2019-01-24 19:14:33.749936+00:00,1,,,1906,8,"[{""strategy"":1,""time"":2.824},{""strategy"":2,""time"":18.847},{""strategy"":1,""time"":40.53}]",2,39,400,1,7,u5a83rs1,,,,,,0
9,towf6ijh,LAB12,0,46,45,payoff,GameOutcome,10.147.13.174,2019-01-24 19:14:34.314022+00:00,1,,,1607,9,"[{""strategy"":2,""time"":0.591},{""strategy"":1,""time"":3.167}]",1,9,0,1,7,u5a83rs1,,,,,,0
10,v75dqmax,LAB13,0,46,45,payoff,GameOutcome,10.51.250.60,2019-01-24 19:14:32.576392+00:00,1,,,2007,10,"[{""strategy"":1,""time"":1.697}]",1,13,0,1,7,u5a83rs1,,,,,,0
11,j7yvqfnk,LAB9,0,46,45,payoff,GameOutcome,10.33.189.124,2019-01-24 19:14:36.352740+00:00,1,,,2200,11,"[{""strategy"":1,""time"":0.819}]",1,29,0,1,7,u5a83rs1,,,,,,0
12,h3nu4vm6,LAB14,0,46,45,payoff,GameOutcome,10.16.198.175,2019-01-24 19:14:35.894569+00:00,1,,,1800,12,"[{""strategy"":1,""time"":0.556}]",1,46,0,1,7,u5a83rs1,,,,,,0
13,960qiq0v,LAB15,0,46,45,payoff,GameOutcome,10.149.119.251,2019-01-24 19:14:34.423000+00:00,1,,,1907,13,"[{""strategy"":1,""time"":0.714},{""strategy"":2,""time"":10.592}]",2,32,0,1,7,u5a83rs1,,,,,,0
14,kv9veiwp,LAB7,0,46,45,payoff,GameOutcome,10.145.91.102,2019-01-24 19:14:37.755345+00:00,1,,,1606,14,"[{""strategy"":1,""time"":0.597},{""strategy"":2,""time"":15.607}]",2,23,0,1,7,u5a83rs1,,,,,,0
15,40uoe7hc,LAB16,0,46,45,payoff,GameOutcome,10.47.229.186,2019-01-24 19:14:35.226242+00:00,1,,,1207,15,"[{""strategy"":1,""time"":0.484}]",1,27,0,1,7,u5a83rs1,,,,,,0
16,a7q3hufe,LAB17,0,46,45,payoff,GameOutcome,10.45.226.108,2019-01-24 19:14:38.945970+00:00,1,,,1306,16,"[{""strategy"":2,""time"":4.977}]",2,23,0,1,7,u5a83rs1,,,,,,0
17,fo0lbree,LAB18,0,46,45,payoff,GameOutcome,10.35.211.221,2019-01-24 19:14:39.482803+00:00,1,,,2806,17,"[{""strategy"":2,""time"":2.311}]",2,34,0,1,7,u5a83rs1,,,,,,0
18,veies0ax,LAB20,0,46,45,payoff,GameOutcome,10.29.86.227,2019-01-24 19:14:40.501945+00:00,1,,,1807,18,"[{""strategy"":1,""time"":1.126}]",1,14,0,1,7,u5a83rs1,,,,,,0
19,6twian0l,LAB19,0,46,45,payoff,GameOutcome,10.123.135.185,2019-01-24 19:14:42.211719+00:00,1,,,606,19,"[{""strategy"":2,""time"":4.866},{""strategy"":1,""time"":12.946},{""strategy"":2,""time"":33.449}]",1,13,0,1,7,u5a83rs1,,,,,,0
20,ezvwttsg,LAB21,0,46,45,payoff,GameOutcome,10.63.159.3,2019-01-24 19:14:45.073425+00:00,1,,,2006,20,"[{""strategy"":1,""time"":0.468},{""strategy"":2,""time"":24.73},{""strategy"":1,""time"":43.969}]",1,44,500,1,7,u5a83rs1,,,,,,0
21,wfotk6bs,LAB22,0,46,45,payoff,GameOutcome,10.65.212.112,2019-01-24 19:14:55.919089+00:00,1,,,2507,21,"[{""strategy"":1,""time"":0.236},{""strategy"":2,""time"":4.467},{""strategy"":1,""time"":17.699},{""strategy"":2,""time"":48.172},{""strategy"":1,""time"":62.091}]",2,56,0,1,7,u5a83rs1,,,,,,0
1,i2k63arc,LAB3,0,46,45,payoff,GameOutcome,10.45.83.39,2019-01-24 19:14:24.645787+00:00,1,,,1307,1,"[{""strategy"":1,""time"":11.288},{""strategy"":2,""time"":24.865},{""strategy"":1,""time"":36.024},{""strategy"":2,""time"":48.177},{""strategy"":1,""time"":59.656}]",1,14,500,1,8,u5a83rs1,,,,,,0
